infinitive,infinitive_english,mood,mood_english,tense,tense_english,form_1s,form_1s_english,form_2s,form_2s_english,form_3s,form_3s_english,form_1p,form_1p_english,form_2p,form_2p_english,form_3p,form_3p_english,gerund,gerund_english,pastparticiple,pastparticiple_english
aburrirse,"to get bored, become bored, be bored",Indicativo,Indicative,Imperfecto,Imperfect,me aburría,was getting bored,te aburrías,were getting bored,se aburría,was getting bored,nos aburríamos,were getting bored,os aburríais,were getting bored,se aburrían,were getting bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Indicativo,Indicative,Pretérito,Preterite,me aburrí,bored,te aburriste,bored,se aburrió,bored,nos aburrimos,bored,os aburristeis,bored,se aburrieron,bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Indicativo,Indicative,Condicional,Conditional,me aburriría,would get bored,te aburrirías,would get bored,se aburriría,would get bored,nos aburriríamos,would get bored,os aburriríais,would get bored,se aburrirían,would get bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Indicativo,Indicative,Presente perfecto,Present Perfect,me he aburrido,have bored,te has aburrido,have bored,se ha aburrido,has bored,nos hemos aburrido,have bored,os habéis aburrido,have bored,se han aburrido,have bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Indicativo,Indicative,Futuro perfecto,Future Perfect,me habré aburrido,will have bored,te habrás aburrido,will have bored,se habrá aburrido,will have bored,nos habremos aburrido,will have bored,os habréis aburrido,will have bored,se habrán aburrido,will have bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Indicativo,Indicative,Pluscuamperfecto,Past Perfect,me había aburrido,had bored,te habías aburrido,had bored,se había aburrido,had bored,nos habíamos aburrido,had bored,os habíais aburrido,had bored,se habían aburrido,had bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),me hube aburrido,,te hubiste aburrido,,se hubo aburrido,,nos hubimos aburrido,,os hubisteis aburrido,,se hubieron aburrido,,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Indicativo,Indicative,Condicional perfecto,Conditional Perfect,me habría aburrido,would have bored,te habrías aburrido,would have bored,se habría aburrido,would have bored,nos habríamos aburrido,would have bored,os habríais aburrido,would have bored,se habrían aburrido,would have bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Subjuntivo,Subjunctive,Presente,Present,me aburra,get bored,te aburras,get bored,se aburra,get boreds,nos aburramos,get bored,os aburráis,get bored,se aburran,get bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Subjuntivo,Subjunctive,Imperfecto,Imperfect,me aburriera,was getting bored,te aburrieras,were getting bored,se aburriera,was getting bored,nos aburriéramos,were getting bored,os aburrierais,were getting bored,se aburrieran,were getting bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Subjuntivo,Subjunctive,Futuro,Future,me aburriere,will get bored,te aburrieres,will get bored,se aburriere,will get bored,nos aburriéremos,will get bored,os aburriereis,will get bored,se aburrieren,will get bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,me haya aburrido,have bored,te hayas aburrido,have bored,se haya aburrido,has bored,nos hayamos aburrido,have bored,os hayáis aburrido,have bored,se hayan aburrido,have bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,me hubiere aburrido,will have bored,te hubieres aburrido,will have bored,se hubiere aburrido,will have bored,nos hubiéremos aburrido,will have bored,os hubiereis aburrido,will have bored,se hubieren aburrido,will have bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,me hubiera aburrido,had bored,te hubieras aburrido,had bored,se hubiera aburrido,had bored,nos hubiéramos aburrido,had bored,os hubierais aburrido,had bored,se hubieran aburrido,had bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,get bored,abúrrete,get bored,aburríos,get boreds,,get bored,abúrrase,get bored,abúrranse,get bored,aburriéndose,getting bored,aburrido,bored
aburrirse,"to get bored, become bored, be bored",Imperativo Negativo,Imperative Negative,Presente,Present,,get bored,no te aburras,get bored,no os aburráis,get boreds,,get bored,no se aburra,get bored,no se aburran,get bored,aburriéndose,getting bored,aburrido,bored
abusar,"to go too far, take advantage",Indicativo,Indicative,Presente,Present,abuso,go too far,abusas,go too far,abusa,go too fars,abusamos,go too far,abusáis,go too far,abusan,go too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Indicativo,Indicative,Futuro,Future,abusaré,will go too far,abusarás,will go too far,abusará,will go too far,abusaremos,will go too far,abusaréis,will go too far,abusarán,will go too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Indicativo,Indicative,Imperfecto,Imperfect,abusaba,was going too far,abusabas,were going too far,abusaba,was going too far,abusábamos,were going too far,abusabais,were going too far,abusaban,were going too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Indicativo,Indicative,Pretérito,Preterite,abusé,"gone too far, abused",abusaste,"gone too far, abused",abusó,"gone too far, abused",abusamos,"gone too far, abused",abusasteis,"gone too far, abused",abusaron,"gone too far, abused",abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Indicativo,Indicative,Condicional,Conditional,abusaría,would go too far,abusarías,would go too far,abusaría,would go too far,abusaríamos,would go too far,abusaríais,would go too far,abusarían,would go too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Indicativo,Indicative,Presente perfecto,Present Perfect,he abusado,"have gone too far, abused",has abusado,"have gone too far, abused",ha abusado,"has gone too far, abused",hemos abusado,"have gone too far, abused",habéis abusado,"have gone too far, abused",han abusado,"have gone too far, abused",abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Indicativo,Indicative,Futuro perfecto,Future Perfect,habré abusado,"will have gone too far, abused",habrás abusado,"will have gone too far, abused",habrá abusado,"will have gone too far, abused",habremos abusado,"will have gone too far, abused",habréis abusado,"will have gone too far, abused",habrán abusado,"will have gone too far, abused",abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había abusado,"had gone too far, abused",habías abusado,"had gone too far, abused",había abusado,"had gone too far, abused",habíamos abusado,"had gone too far, abused",habíais abusado,"had gone too far, abused",habían abusado,"had gone too far, abused",abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube abusado,,hubiste abusado,,hubo abusado,,hubimos abusado,,hubisteis abusado,,hubieron abusado,,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría abusado,"would have gone too far, abused",habrías abusado,"would have gone too far, abused",habría abusado,"would have gone too far, abused",habríamos abusado,"would have gone too far, abused",habríais abusado,"would have gone too far, abused",habrían abusado,"would have gone too far, abused",abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Subjuntivo,Subjunctive,Presente,Present,abuse,go too far,abuses,go too far,abuse,go too fars,abusemos,go too far,abuséis,go too far,abusen,go too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Subjuntivo,Subjunctive,Imperfecto,Imperfect,abusara,was going too far,abusaras,were going too far,abusara,was going too far,abusáramos,were going too far,abusarais,were going too far,abusaran,were going too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Subjuntivo,Subjunctive,Futuro,Future,abusare,will go too far,abusares,will go too far,abusare,will go too far,abusáremos,will go too far,abusareis,will go too far,abusaren,will go too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya abusado,"have gone too far, abused",hayas abusado,"have gone too far, abused",haya abusado,"has gone too far, abused",hayamos abusado,"have gone too far, abused",hayáis abusado,"have gone too far, abused",hayan abusado,"have gone too far, abused",abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Subjuntivo,Subjunctive,Futuro perfecto,Future Perfect,hubiere abusado,"will have gone too far, abused",hubieres abusado,"will have gone too far, abused",hubiere abusado,"will have gone too far, abused",hubiéremos abusado,"will have gone too far, abused",hubiereis abusado,"will have gone too far, abused",hubieren abusado,"will have gone too far, abused",abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Subjuntivo,Subjunctive,Pluscuamperfecto,Past Perfect,hubiera abusado,"had gone too far, abused",hubieras abusado,"had gone too far, abused",hubiera abusado,"had gone too far, abused",hubiéramos abusado,"had gone too far, abused",hubierais abusado,"had gone too far, abused",hubieran abusado,"had gone too far, abused",abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Imperativo Afirmativo,Imperative Affirmative,Presente,Present,,go too far,abusa,go too far,abusad,go too fars,,go too far,abuse,go too far,abusen,go too far,abusando,going too far,abusado,"gone too far, abused"
abusar,"to go too far, take advantage",Imperativo Negativo,Imperative Negative,Presente,Present,,go too far,no abuses,go too far,no abuséis,go too fars,,go too far,no abuse,go too far,no abusen,go too far,abusando,going too far,abusado,"gone too far, abused"
acabar,"to finish, end",Indicativo,Indicative,Presente,Present,acabo,finish,acabas,finish,acaba,finishs,acabamos,finish,acabáis,finish,acaban,finish,acabando,finishing,acabado,finished
acabar,"to finish, end",Indicativo,Indicative,Futuro,Future,acabaré,will finish,acabarás,will finish,acabará,will finish,acabaremos,will finish,acabaréis,will finish,acabarán,will finish,acabando,finishing,acabado,finished
acabar,"to finish, end",Indicativo,Indicative,Imperfecto,Imperfect,acababa,was finishing,acababas,were finishing,acababa,was finishing,acabábamos,were finishing,acababais,were finishing,acababan,were finishing,acabando,finishing,acabado,finished
acabar,"to finish, end",Indicativo,Indicative,Pretérito,Preterite,acabé,finished,acabaste,finished,acabó,finished,acabamos,finished,acabasteis,finished,acabaron,finished,acabando,finishing,acabado,finished
acabar,"to finish, end",Indicativo,Indicative,Condicional,Conditional,acabaría,would finish,acabarías,would finish,acabaría,would finish,acabaríamos,would finish,acabaríais,would finish,acabarían,would finish,acabando,finishing,acabado,finished
acabar,"to finish, end",Indicativo,Indicative,Presente perfecto,Present Perfect,he acabado,have finished,has acabado,have finished,ha acabado,has finished,hemos acabado,have finished,habéis acabado,have finished,han acabado,have finished,acabando,finishing,acabado,finished
acabar,"to finish, end",Indicativo,Indicative,Futuro perfecto,Future Perfect,habré acabado,will have finished,habrás acabado,will have finished,habrá acabado,will have finished,habremos acabado,will have finished,habréis acabado,will have finished,habrán acabado,will have finished,acabando,finishing,acabado,finished
acabar,"to finish, end",Indicativo,Indicative,Pluscuamperfecto,Past Perfect,había acabado,had finished,habías acabado,had finished,había acabado,had finished,habíamos acabado,had finished,habíais acabado,had finished,habían acabado,had finished,acabando,finishing,acabado,finished
acabar,"to finish, end",Indicativo,Indicative,Pretérito anterior,Preterite (Archaic),hube acabado,,hubiste acabado,,hubo acabado,,hubimos acabado,,hubisteis acabado,,hubieron acabado,,acabando,finishing,acabado,finished
acabar,"to finish, end",Indicativo,Indicative,Condicional perfecto,Conditional Perfect,habría acabado,would have finished,habrías acabado,would have finished,habría acabado,would have finished,habríamos acabado,would have finished,habríais acabado,would have finished,habrían acabado,would have finished,acabando,finishing,acabado,finished
acabar,"to finish, end",Subjuntivo,Subjunctive,Presente,Present,acabe,finish,acabes,finish,acabe,finishs,acabemos,finish,acabéis,finish,acaben,finish,acabando,finishing,acabado,finished
acabar,"to finish, end",Subjuntivo,Subjunctive,Imperfecto,Imperfect,acabara,was finishing,acabaras,were finishing,acabara,was finishing,acabáramos,were finishing,acabarais,were finishing,acabaran,were finishing,acabando,finishing,acabado,finished
acabar,"to finish, end",Subjuntivo,Subjunctive,Futuro,Future,acabare,will finish,acabares,will finish,acabare,will finish,acabáremos,will finish,acabareis,will finish,acabaren,will finish,acabando,finishing,acabado,finished
acabar,"to finish, end",Subjuntivo,Subjunctive,Presente perfecto,Present Perfect,haya acabado,have finished,hayas acabado,have finished,haya acabado,has finished,hayamos acabado,have finished,hayáis acabado,have finished,hayan acabado,have finished,acabando,finishing,acabado,finished
